step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
859,0.61003,0.76515,,
860,0.6221,0.8018,,
861,0.16122,0.94853,,
862,0.60301,0.83654,,
863,0.52126,0.82407,,
864,0.53936,0.82857,,
865,0.3036,0.91176,,
866,0.81938,0.74074,,
867,0.75979,0.78723,,
868,0.59902,0.84507,,
869,0.62283,0.78947,,
870,0.8926,0.76552,,
871,1.17538,0.70952,,
872,0.50709,0.86508,,
873,0.52742,0.81746,,
874,0.16719,0.92424,,
875,1.09765,0.69,,
876,0.89437,0.73418,,
877,0.56684,0.83969,,
878,1.19711,0.66923,,
879,0.83632,0.72897,,
880,0.77318,0.75806,,
881,0.35653,0.875,,
882,0.92906,0.68889,,
883,0.57621,0.77778,,
884,0.61338,0.66667,,
885,0.93362,0.72034,,
886,0.98641,0.68939,,
887,0.54556,0.78824,,
888,0.80848,0.73262,,
889,0.22507,0.94667,,
890,0.96931,0.77236,,
891,1.03441,0.71545,,
892,0.30447,0.80357,,
893,0.8572,0.744,,
894,1.03907,0.69792,,
895,0.91973,0.71304,,
896,0.73171,0.68421,,
897,0.54035,0.82203,,
898,0.57301,0.81034,,
899,1.0917,0.65432,,
900,0.91022,0.77976,,
901,0.99868,0.73099,1.01091,0.6
902,1.25027,0.6319,,
903,0.73919,0.76744,,
904,0.69862,0.79091,,
905,0.9279,0.72189,,
906,0.90959,0.72441,,
907,0.72129,0.76866,,
908,0.72626,0.7907,,
909,0.76405,0.73077,,
910,0.63871,0.83784,,
911,0.66351,0.73239,,
912,0.97776,0.69841,,
913,0.48314,0.84444,,
914,0.64236,0.75701,,
915,0.72736,0.75556,,
916,0.83326,0.78,,
917,0.24259,0.90741,,
918,0.61308,0.86667,,
919,0.18585,0.95745,,
920,0.59055,0.80147,,
921,1.215,0.72727,,
922,0.76568,0.73881,,
923,0.49959,0.87692,,
924,0.75279,0.75887,,
925,0.17829,0.92727,,
926,0.82622,0.70085,,
927,0.54752,0.81081,,
928,1.68536,0.66327,,
929,0.50074,0.78125,,
930,1.16402,0.616,,
931,0.93715,0.70861,,
932,0.10981,0.96954,,
933,0.82322,0.7377,,
934,1.03091,0.74775,,
935,1.1448,0.725,,
936,0.07478,0.98485,,
937,0.50679,0.77273,,
938,0.49077,0.83019,,
939,0.83655,0.7381,,
940,0.15618,0.92857,,
941,0.84276,0.79688,,
942,1.11876,0.69444,,
943,0.64799,0.82716,,
944,0.65855,0.81667,,
945,0.64583,0.78571,,
946,0.90637,0.72881,,
947,1.18118,0.66667,,
948,0.98523,0.69608,,
949,1.35762,0.62121,,
950,0.50445,0.84348,,
951,0.90882,0.728,,
952,0.72373,0.75342,,
953,0.51977,0.81818,,
954,0.49843,0.85606,,
955,0.12053,0.96825,,
956,0.77273,0.77333,,
957,0.52846,0.81013,,
958,0.93253,0.7,,
959,0.65746,0.72727,,
960,0.54807,0.81176,,
961,1.15459,0.67586,,
962,0.69267,0.81343,,
963,1.27698,0.65169,,
964,0.86792,0.72358,,
965,0.47997,0.78652,,
966,0.79773,0.73684,,
967,0.60793,0.76471,,
968,0.71733,0.83333,,
969,0.32302,0.85938,,
970,1.26624,0.6259,,
971,0.59881,0.75926,,
972,0.43924,0.85455,,
973,0.36601,0.89855,,
974,0.88647,0.71774,,
975,0.54213,0.8,,
976,0.82035,0.76316,,
977,0.99996,0.68132,,
978,0.58789,0.81443,,
979,0.85737,0.71698,,
980,0.84857,0.71212,,
981,0.82171,0.77778,,
982,0.87713,0.69388,,
983,1.01204,0.74667,,
984,0.98226,0.73295,,
985,0.30058,0.89474,,
986,0.57252,0.78986,,
987,0.1059,0.95294,,
988,0.73986,0.70492,,
989,0.76169,0.84848,,
990,0.17569,0.93333,,
991,0.77289,0.75294,,
992,0.15711,0.94231,,
993,0.89707,0.72152,,
994,0.97374,0.70968,,
995,0.54235,0.81429,,
996,0.98007,0.68056,,
997,0.59687,0.7875,,
998,1.26799,0.62238,,
999,1.2819,0.64189,,
1000,0.86149,0.7193,,
1001,0.78349,0.85366,0.8555,0.65541
1002,0.99998,0.74545,,
1003,0.78782,0.776,,
1004,0.86334,0.72956,,
1005,0.75982,0.74306,,
1006,0.68007,0.80952,,
1007,0.5054,0.72727,,
1008,1.23956,0.64444,,
1009,0.69032,0.75362,,
1010,1.09185,0.71667,,
1011,0.30603,0.89474,,
1012,0.3344,0.89655,,
1013,0.68725,0.81618,,
1014,0.55821,0.81395,,
1015,0.72319,0.77519,,
1016,0.91089,0.69799,,
1017,0.67665,0.77778,,
1018,0.69937,0.69091,,
1019,0.30604,0.86957,,
1020,0.54678,0.85217,,
1021,1.06899,0.66154,,
1022,1.02143,0.67619,,
1023,0.63616,0.84694,,
1024,1.07373,0.71296,,
1025,0.92062,0.68449,,
1026,0.80886,0.78235,,
1027,1.19131,0.65217,,
1028,1.04062,0.69167,,
1029,0.77404,0.76991,,
1030,0.69173,0.80672,,
1031,0.93576,0.71831,,
1032,0.8164,0.72941,,
1033,0.40052,0.82927,,
1034,0.76261,0.78767,,
1035,0.80223,0.7459,,
1036,0.74242,0.75393,,
1037,0.83406,0.72289,,
1038,0.69536,0.75342,,
1039,0.7581,0.81295,,
1040,0.96442,0.688,,
1041,1.03549,0.66292,,
1042,0.54587,0.80469,,
1043,0.16753,0.98246,,
1044,0.81643,0.77551,,
1045,0.98183,0.75,,
1046,1.00473,0.69841,,
1047,0.90398,0.77143,,
1048,0.59988,0.77419,,
1049,0.79575,0.73276,,
1050,1.05128,0.67857,,
1051,0.76044,0.74809,,
1052,0.66827,0.76667,,
1053,0.93717,0.7156,,
1054,1.02108,0.7337,,
1055,0.48684,0.78873,,
1056,0.50694,0.87013,,
1057,0.48916,0.81818,,
1058,1.27784,0.59854,,
1059,0.63947,0.75325,,
1060,0.86123,0.75132,,
1061,0.29746,0.87097,,
1062,0.82025,0.77519,,
1063,0.54088,0.81667,,
1064,0.87664,0.75188,,
1065,0.98498,0.68519,,
1066,0.67672,0.78947,,
1067,0.35435,0.84615,,
1068,1.01193,0.7265,,
1069,0.63232,0.79048,,
1070,0.46046,0.83654,,
1071,1.2002,0.67368,,
1072,0.50136,0.80986,,
1073,0.64745,0.81679,,
1074,0.63155,0.8,,
1075,1.7319,0.6,,
1076,0.23091,0.85938,,
1077,0.74566,0.78125,,
1078,1.05611,0.65854,,
1079,0.61556,0.81443,,
1080,0.35641,0.86154,,
1081,0.58082,0.84,,
1082,0.89023,0.6973,,
1083,0.60591,0.832,,
1084,0.69502,0.77465,,
1085,0.26519,0.90164,,
1086,0.48036,0.82569,,
1087,0.72192,0.824,,
1088,0.35954,0.86667,,
1089,1.06941,0.64516,,
1090,1.19003,0.66497,,
1091,0.21866,0.92727,,
1092,1.07,0.69756,,
1093,0.84205,0.76667,,
1094,0.48816,0.83871,,
1095,0.11212,0.95238,,
1096,0.54627,0.81373,,
1097,0.11714,0.92063,,
1098,0.75842,0.80769,,
1099,0.6513,0.79592,,
1100,0.64182,0.78947,,
1101,0.9304,0.71111,0.70224,0.71053
1102,0.71703,0.77982,,
1103,0.78987,0.78723,,
1104,0.91132,0.72297,,
1105,0.82542,0.76364,,
1106,1.12296,0.7218,,
1107,0.74192,0.80723,,
1108,0.64671,0.77778,,
1109,0.06586,0.97917,,
1110,0.38881,0.89855,,
1111,0.76555,0.75735,,
1112,0.86004,0.70492,,
1113,0.47261,0.86325,,
1114,0.66594,0.81373,,
1115,0.56666,0.82517,,
1116,0.89419,0.71134,,
1117,0.45649,0.84545,,
1118,0.58162,0.81395,,
1119,0.6343,0.80769,,
1120,0.87168,0.73684,,
1121,0.3358,0.89189,,
1122,0.6067,0.81373,,
1123,0.20342,0.89796,,
1124,0.71116,0.81884,,
1125,0.64368,0.76642,,
1126,0.5505,0.79787,,
1127,0.5176,0.85496,,
1128,0.68509,0.78082,,
1129,0.21708,0.92188,,
1130,0.68832,0.7807,,
1131,0.99197,0.75,,
1132,0.71915,0.78519,,
1133,0.46892,0.86822,,
1134,0.79473,0.74194,,
1135,1.03166,0.68333,,
1136,0.28288,0.89231,,
1137,0.07834,0.96471,,
1138,0.39334,0.85714,,
1139,0.5946,0.80412,,
1140,0.31923,0.88679,,
1141,0.58525,0.81651,,
1142,0.61932,0.82836,,
1143,0.84346,0.72603,,
1144,0.76355,0.76608,,
1145,0.69661,0.792,,
1146,0.70654,0.80198,,
1147,0.77338,0.72727,,
1148,0.52205,0.81967,,
1149,0.98696,0.69101,,
1150,0.45755,0.7963,,
1151,0.41937,0.81818,,
1152,0.15468,0.94828,,
1153,2.15638,0.56818,,
1154,0.66778,0.72917,,
1155,0.49049,0.8375,,
1156,0.51844,0.81818,,
1157,0.78315,0.75132,,
1158,0.75695,0.73585,,
1159,0.52346,0.78788,,
1160,0.19758,0.92593,,
1161,0.60476,0.77465,,
1162,0.76821,0.74211,,
1163,0.57177,0.82301,,
1164,0.85221,0.75781,,
1165,0.9972,0.74242,,
1166,0.58845,0.81529,,
1167,0.60143,0.79762,,
1168,0.93647,0.73333,,
1169,0.5127,0.79817,,
1170,0.42074,0.8481,,
1171,0.57807,0.83966,,
1172,0.40409,0.85714,,
1173,0.77926,0.73832,,
1174,0.82209,0.76147,,
1175,0.48884,0.86957,,
1176,0.27446,0.91667,,
1177,0.09424,0.96117,,
1178,0.44355,0.84043,,
1179,0.60679,0.8189,,
1180,0.43667,0.86441,,
1181,0.57361,0.82692,,
1182,0.71497,0.77108,,
1183,0.58783,0.77953,,
1184,1.07048,0.69565,,
1185,0.73227,0.81188,,
1186,0.38215,0.9,,
1187,0.55276,0.82353,,
1188,0.15232,0.94872,,
1189,0.37494,0.87179,,
1190,0.04412,0.98958,,
1191,0.75903,0.73684,,
1192,0.82876,0.72727,,
1193,0.69615,0.75916,,
1194,2.61081,0.42675,,
1195,0.73044,0.76821,,
1196,0.65688,0.80412,,
1197,0.52486,0.84507,,
1198,0.58861,0.81679,,
1199,0.111,0.98529,,
1200,0.88393,0.74713,,
1201,0.78222,0.78616,1.01259,0.69903
1202,0.56656,0.86029,,
1203,0.72479,0.7377,,
1204,0.81946,0.74107,,
1205,0.14807,0.91837,,
1206,0.17329,0.9375,,
1207,0.49724,0.82051,,
1208,0.82433,0.74324,,
1209,0.40156,0.86111,,
1210,0.87578,0.74737,,
1211,0.84829,0.73913,,
1212,0.87207,0.70896,,
1213,0.75508,0.71429,,
1214,0.84467,0.67123,,
1215,0.75778,0.78723,,
1216,0.95794,0.68,,
1217,1.19165,0.66187,,
1218,1.09736,0.69474,,
1219,1.34123,0.63636,,
1220,0.80126,0.8,,
1221,0.58783,0.79412,,
1222,0.70191,0.72973,,
1223,0.4867,0.82031,,
1224,0.92675,0.7069,,
1225,0.53188,0.84058,,
1226,0.90933,0.72059,,
1227,0.52076,0.81013,,
1228,0.40367,0.86792,,
1229,0.73053,0.78,,
1230,0.6063,0.8303,,
1231,0.7717,0.776,,
1232,0.55604,0.80808,,
1233,0.43939,0.8125,,
1234,0.39313,0.87097,,
1235,0.54981,0.83951,,
1236,0.59291,0.83333,,
1237,0.64819,0.78495,,
1238,0.23396,0.94118,,
1239,0.75764,0.70492,,
1240,0.2558,0.90741,,
1241,0.64225,0.83333,,
1242,0.4682,0.77778,,
1243,0.45004,0.84921,,
1244,0.99558,0.72778,,
1245,0.60605,0.82353,,
1246,0.71501,0.85366,,
1247,0.2539,0.88235,,
1248,0.88857,0.71429,,
1249,0.62653,0.8046,,
1250,0.84285,0.7377,,
1251,1.01696,0.75658,,
1252,0.75049,0.75904,,
1253,0.28629,0.90476,,
1254,0.36569,0.88571,,
1255,0.63338,0.8125,,
1256,0.43517,0.875,,
1257,0.46451,0.85294,,
1258,0.75593,0.72441,,
1259,0.64126,0.73418,,
1260,0.31847,0.89855,,
1261,0.69294,0.77778,,
1262,0.91378,0.73864,,
1263,0.47253,0.82759,,
1264,0.67208,0.73,,
1265,0.83973,0.74725,,
1266,0.43035,0.85714,,
1267,0.84709,0.70787,,
1268,0.4394,0.7971,,
1269,0.76528,0.78788,,
1270,0.88817,0.72549,,
1271,0.59076,0.77966,,
1272,0.64561,0.81618,,
1273,0.85509,0.74074,,
1274,0.35236,0.90698,,
1275,0.15016,0.97101,,
1276,0.04814,0.98485,,
1277,0.66538,0.79433,,
1278,0.81673,0.73404,,
1279,1.05502,0.64596,,
1280,0.64298,0.77037,,
1281,0.77818,0.7907,,
1282,0.52262,0.84106,,
1283,0.72663,0.74286,,
1284,0.56581,0.81955,,
1285,0.58421,0.8254,,
1286,0.2471,0.9,,
1287,0.10494,1.0,,
1288,0.2616,0.90476,,
1289,0.51444,0.83969,,
1290,1.09874,0.69565,,
1291,0.44458,0.82407,,
1292,0.6528,0.76923,,
1293,0.73224,0.7625,,
1294,0.2727,0.875,,
1295,0.23408,0.96491,,
1296,0.4229,0.78125,,
1297,0.22107,0.92593,,
1298,1.00365,0.71707,,
1299,0.84285,0.72059,,
1300,0.24283,0.89744,,
1301,0.65284,0.79528,0.90241,0.67241
1302,0.75644,0.71186,,
1303,0.55816,0.81443,,
1304,0.6254,0.75776,,
1305,0.73293,0.73276,,
1306,0.69956,0.79333,,
1307,0.81826,0.78146,,
1308,0.70627,0.80556,,
1309,0.20906,0.91803,,
1310,0.32006,0.87805,,
1311,0.25255,0.92,,
1312,0.40853,0.8,,
1313,1.08465,0.71538,,
1314,0.65436,0.825,,
1315,0.65876,0.78351,,
1316,0.86441,0.75148,,
1317,0.55665,0.80519,,
1318,0.51893,0.85714,,
1319,0.90003,0.75676,,
1320,0.86045,0.73333,,
1321,0.23327,0.93478,,
1322,0.17446,0.96,,
1323,0.39926,0.85217,,
1324,0.38338,0.86486,,
1325,0.68438,0.80723,,
1326,0.86987,0.71895,,
1327,0.83864,0.72115,,
1328,0.98495,0.75,,
1329,0.68698,0.76471,,
1330,0.99605,0.68548,,
1331,0.89483,0.75904,,
1332,0.14434,0.9557,,
1333,0.81351,0.75377,,
1334,0.64267,0.77397,,
1335,0.63587,0.81579,,
1336,0.55245,0.8046,,
1337,0.92441,0.73778,,
1338,0.52709,0.8156,,
1339,0.87423,0.77236,,
1340,0.46092,0.80488,,
1341,0.65518,0.78295,,
1342,0.8872,0.76526,,
1343,0.82629,0.77246,,
1344,1.03891,0.70909,,
1345,0.82635,0.77976,,
1346,1.06301,0.71905,,
1347,0.5493,0.84466,,
1348,0.24497,0.93103,,
1349,0.88288,0.70769,,
1350,0.65715,0.73333,,
1351,0.0085,1.0,,
1352,0.40553,0.83784,,
1353,0.66185,0.75806,,
1354,0.55384,0.82692,,
1355,0.64375,0.78607,,
1356,0.58058,0.80172,,
1357,0.69037,0.76471,,
1358,0.76026,0.69811,,
1359,0.61215,0.77083,,
1360,0.90303,0.71598,,
1361,0.86371,0.70707,,
1362,0.4569,0.84058,,
1363,0.62826,0.824,,
1364,0.80702,0.75949,,
1365,0.74811,0.79605,,
1366,1.04785,0.74684,,
1367,1.16233,0.63804,,
1368,0.38837,0.84416,,
1369,0.13588,0.98246,,
1370,0.70706,0.84848,,
1371,1.14932,0.69512,,
1372,0.87237,0.704,,
1373,0.75555,0.72174,,
1374,0.43048,0.85321,,
1375,0.36393,0.86486,,
1376,0.62804,0.76316,,
1377,0.84473,0.73232,,
1378,0.44736,0.87879,,
1379,1.10357,0.67702,,
1380,0.77836,0.77108,,
1381,0.42559,0.8777,,
1382,0.33253,0.91667,,
1383,0.7338,0.8,,
1384,1.10669,0.68528,,
1385,0.63828,0.78916,,
1386,0.67144,0.77863,,
1387,0.62166,0.80952,,
1388,0.45077,0.82301,,
1389,0.95459,0.67284,,
1390,0.89142,0.74556,,
1391,0.59743,0.80921,,
1392,0.47006,0.88889,,
1393,0.78889,0.78261,,
1394,0.23218,0.95588,,
1395,1.27397,0.65152,,
1396,0.51125,0.78824,,
1397,0.73775,0.80952,,
1398,0.40372,0.84507,,
1399,0.66717,0.77885,,
1400,0.51051,0.8209,,
1401,0.24583,0.89474,1.14786,0.6422
1402,0.43457,0.8913,,
1403,0.76415,0.76316,,
1404,0.68498,0.82692,,
1405,0.59753,0.79259,,
1406,0.40681,0.85577,,
1407,1.19236,0.64336,,
1408,0.37993,0.84286,,
1409,0.83692,0.71698,,
1410,0.58856,0.83898,,
1411,0.2875,0.9,,
1412,0.90601,0.75962,,
1413,0.70646,0.77723,,
1414,0.94919,0.77477,,
1415,0.78188,0.78621,,
1416,0.66182,0.7907,,
1417,0.69558,0.80851,,
1418,0.42043,0.89474,,
1419,0.47399,0.86364,,
1420,0.79753,0.76216,,
1421,0.43017,0.82222,,
1422,0.80495,0.73333,,
1423,1.5631,0.67347,,
1424,0.92602,0.66129,,
1425,0.71843,0.73554,,
1426,0.91591,0.71875,,
1427,0.64188,0.79851,,
1428,0.47632,0.85294,,
1429,0.72306,0.76923,,
1430,0.54174,0.85556,,
1431,0.93545,0.7033,,
1432,0.63188,0.85556,,
1433,0.37204,0.87273,,
1434,1.04973,0.66972,,
1435,0.34543,0.90909,,
1436,0.91465,0.72381,,
1437,0.51021,0.86087,,
1438,0.77558,0.7619,,
1439,0.4678,0.84138,,
1440,0.74773,0.81622,,
1441,0.63799,0.78488,,
1442,0.86518,0.74194,,
1443,0.93637,0.74016,,
1444,0.70383,0.75229,,
1445,0.95764,0.72308,,
1446,0.79251,0.76522,,
1447,0.66187,0.82439,,
1448,0.65531,0.81905,,
1449,1.01101,0.64935,,
1450,1.02096,0.712,,
1451,0.71029,0.77966,,
1452,0.45476,0.85714,,
1453,0.57171,0.85833,,
1454,0.63893,0.80851,,
1455,0.57585,0.78261,,
1456,0.5422,0.81579,,
1457,0.8406,0.71111,,
1458,0.89003,0.7,,
1459,0.89678,0.7006,,
1460,0.9085,0.71528,,
1461,0.29461,0.89773,,
1462,0.47411,0.83505,,
1463,0.73624,0.80435,,
1464,0.74712,0.79412,,
1465,0.60766,0.81651,,
1466,0.92841,0.7663,,
1467,0.78326,0.72152,,
1468,0.55191,0.81081,,
1469,1.16075,0.65169,,
1470,0.15271,0.96491,,
1471,0.31052,0.89583,,
1472,0.71423,0.74118,,
1473,1.05951,0.70642,,
1474,0.67227,0.80469,,
1475,0.77587,0.71631,,
1476,0.8174,0.71429,,
1477,0.89147,0.76364,,
1478,0.27763,0.84375,,
1479,0.53092,0.80488,,
1480,0.35976,0.8913,,
1481,1.0825,0.66187,,
1482,0.19414,0.92593,,
1483,0.9216,0.75419,,
1484,0.50126,0.83621,,
1485,1.02768,0.73684,,
1486,1.00095,0.7,,
1487,0.93119,0.73171,,
1488,0.81715,0.75706,,
1489,0.07805,0.97462,,
1490,0.57332,0.76364,,
1491,0.66213,0.84328,,
1492,0.6064,0.7541,,
1493,0.81311,0.76364,,
1494,0.37629,0.848,,
1495,0.69529,0.80412,,
1496,0.44759,0.85714,,
1497,0.92441,0.64925,,
1498,0.86215,0.78472,,
1499,0.39972,0.81308,,
1500,1.03087,0.672,,
1501,0.91022,0.71212,0.99432,0.69474
1502,1.10521,0.73333,,
1503,0.37695,0.87273,,
1504,0.68054,0.77869,,
1505,0.7065,0.73684,,
1506,0.81595,0.75532,,
1507,0.78909,0.76259,,
1508,0.65337,0.81333,,
1509,0.6199,0.77647,,
1510,0.52557,0.872,,
1511,0.32078,0.8806,,
1512,1.12755,0.69474,,
1513,0.6014,0.81111,,
1514,0.60892,0.80909,,
1515,0.46147,0.82759,,
1516,0.55146,0.79221,,
1517,0.30138,0.90141,,
1518,0.49414,0.81481,,
1519,0.5203,0.86667,,
1520,0.72544,0.75281,,
1521,0.47444,0.83871,,
1522,0.67584,0.78344,,
1523,0.06928,0.98485,,
1524,0.12399,0.97917,,
1525,0.6213,0.82468,,
1526,0.51159,0.83007,,
1527,0.73229,0.78125,,
1528,1.19194,0.62044,,
1529,0.86508,0.71154,,
1530,0.65961,0.78761,,
1531,0.67831,0.80508,,
1532,0.73267,0.79755,,
1533,0.75009,0.77515,,
1534,0.70261,0.81295,,
1535,0.68336,0.72321,,
1536,0.43799,0.83544,,
1537,0.59322,0.8,,
1538,0.3998,0.84507,,
1539,0.95409,0.71545,,
1540,0.56955,0.81081,,
1541,0.5624,0.82883,,
1542,0.57363,0.82955,,
1543,0.68693,0.73684,,
1544,0.32176,0.91304,,
1545,0.48304,0.88333,,
1546,0.45291,0.83051,,
1547,0.42056,0.89,,
1548,1.18346,0.66216,,
1549,0.47206,0.86408,,
1550,0.79819,0.76271,,
1551,0.51324,0.85465,,
1552,0.48797,0.81176,,
1553,0.46575,0.83696,,
1554,0.16175,0.96491,,
1555,0.85348,0.72535,,
1556,0.55756,0.83969,,
1557,0.82832,0.744,,
1558,0.70155,0.80597,,
1559,0.51082,0.81657,,
1560,0.79772,0.7594,,
1561,1.64773,0.61379,,
1562,0.62184,0.80682,,
1563,0.87564,0.73288,,
1564,1.12169,0.67778,,
1565,0.07512,1.0,,
1566,0.38988,0.85714,,
1567,0.60563,0.82075,,
1568,0.1228,0.95745,,
1569,0.60399,0.81739,,
1570,0.97663,0.7,,
1571,0.68251,0.76344,,
1572,1.18337,0.65,,
1573,0.43714,0.8587,,
1574,0.12891,0.96364,,
1575,0.57934,0.85567,,
1576,0.66519,0.77778,,
1577,0.61285,0.83333,,
1578,0.79603,0.71774,,
1579,0.65578,0.80682,,
1580,0.51619,0.82883,,
1581,0.80603,0.74227,,
1582,0.72243,0.74419,,
1583,0.54494,0.81356,,
1584,0.74773,0.74866,,
1585,0.11354,0.9569,,
1586,0.55548,0.83673,,
1587,0.15827,0.94898,,
1588,0.7325,0.8,,
1589,0.24922,0.93056,,
1590,0.9478,0.68539,,
1591,0.98363,0.72611,,
1592,0.74715,0.7619,,
1593,0.74197,0.78947,,
1594,0.58771,0.78049,,
1595,0.89,0.7551,,
1596,0.16056,0.94815,,
1597,0.92663,0.73148,,
1598,0.57237,0.83721,,
1599,0.28422,0.89231,,
1600,0.53542,0.81395,,
1601,0.37866,0.87963,0.48119,0.7619
1602,0.54526,0.79439,,
1603,0.09949,0.9697,,
1604,0.62993,0.75342,,
1605,0.92835,0.68889,,
1606,0.37483,0.87826,,
1607,0.62744,0.79433,,
1608,0.38687,0.85393,,
1609,0.21253,0.91489,,
1610,1.06605,0.70476,,
1611,0.57895,0.79592,,
1612,0.4144,0.88,,
1613,0.08501,0.98413,,
1614,0.55859,0.80952,,
1615,0.39935,0.85437,,
1616,0.71629,0.7377,,
1617,0.75331,0.7561,,
1618,0.55304,0.84722,,
1619,0.4561,0.85,,
1620,0.4915,0.84615,,
1621,0.3533,0.87387,,
1622,0.57697,0.83607,,
1623,0.73276,0.77632,,
1624,0.12903,0.98077,,
1625,0.20646,0.92754,,
1626,0.9879,0.6875,,
1627,0.31765,0.86239,,
1628,0.73061,0.75188,,
1629,0.48325,0.78788,,
1630,0.46568,0.82677,,
1631,0.49142,0.86713,,
1632,0.8074,0.75168,,
1633,0.56516,0.78689,,
1634,0.38765,0.85463,,
1635,0.64419,0.8,,
1636,0.12528,0.94643,,
1637,1.05079,0.66981,,
1638,0.13747,0.96364,,
1639,1.00779,0.74603,,
1640,0.06961,0.97619,,
1641,0.4657,0.8125,,
1642,1.02321,0.67901,,
1643,0.56083,0.7972,,
1644,0.09475,0.96825,,
1645,0.22972,0.93548,,
1646,0.17992,0.94872,,
1647,0.64209,0.76866,,
1648,0.63829,0.78358,,
1649,0.43993,0.85714,,
1650,0.84793,0.725,,
1651,0.29388,0.88525,,
1652,1.04139,0.71724,,
1653,0.47984,0.80882,,
1654,0.88869,0.74483,,
1655,0.54136,0.79114,,
1656,0.7018,0.77778,,
1657,0.21451,0.875,,
1658,0.90152,0.72139,,
1659,0.59735,0.81188,,
1660,0.72932,0.73636,,
1661,0.92468,0.73504,,
1662,0.07125,0.98,,
1663,0.4185,0.89231,,
1664,0.71806,0.77869,,
1665,0.20507,0.95385,,
1666,0.36762,0.87879,,
1667,0.42733,0.86275,,
1668,1.07748,0.65891,,
1669,0.48028,0.85586,,
1670,0.55209,0.72222,,
1671,0.31819,0.92405,,
1672,0.64649,0.75177,,
1673,0.48192,0.81633,,
1674,0.9087,0.71958,,
1675,0.14738,0.94444,,
1676,0.57265,0.78873,,
1677,0.91069,0.74854,,
1678,0.51029,0.7971,,
1679,0.61666,0.76923,,
1680,0.46389,0.81818,,
1681,1.032,0.70833,,
1682,0.6152,0.81081,,
1683,0.7222,0.79333,,
1684,0.74066,0.76364,,
1685,0.28081,0.90541,,
1686,0.8665,0.67669,,
